Rent,Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Listing_Title,Listing_Description,Amenities_Text,Landmarks_Text,Reviews_Text,Complaints_Text,Lease_Rules_Text,Inquiry_Text,Inspection_Notes_Text,Scam_Flag,Scam_Rationale,Cluster
33000,2022-06-06,3,1760,8 out of 9,super area,iyyappanthangal,chennai,semi-furnished,bachelors/family,3,contact owner,"3 bhk semi-furnished home in iyyappanthangal, chennai","3 bhk semi-furnished home of 1760 sq ft (super area). location: iyyappanthangal, chennai. floor: 8 out of 9. bathrooms: 3. tenant preference: bachelors/family. rent: inr 33000 per month.","fire safety, security, rainwater harvesting, community hall, power backup, internet ready, solar lighting, maintenance staff",near hospital (3.5 km); near atm (3.0 km),owner is responsive and helpful. | clean and well maintained building.,not_applicable,maintenance charges are extra. pets allowed only with prior approval. security deposit is two months rent.,looking for a 3 bhk near iyyappanthangal within inr 33000.,kitchen cabinets in good condition. walls need minor repainting.,no,not_applicable,0
18999,2022-07-10,2,618,4 out of 11,carpet area,porur,chennai,semi-furnished,bachelors/family,2,contact agent,"2 bhk semi-furnished home in porur, chennai","2 bhk semi-furnished home of 618 sq ft (carpet area). location: porur, chennai. floor: 4 out of 11. bathrooms: 2. tenant preference: bachelors/family. rent: inr 18999 per month.","lift, intercom, parking, club house, visitor parking",near temple (3.7 km); near market (2.5 km); near park (0.7 km); near railway station (1.5 km),safe area with friendly neighbors. | parking is convenient and secure.,not_applicable,maintenance charges are extra. no loud music after 10 pm. security deposit is two months rent. no smoking inside the house.,"want to move in next month, budget around inr 18999.",kitchen cabinets in good condition. good natural light in living room. electrical fittings are working properly.,no,not_applicable,1
18000,2022-07-06,3,1220,6 out of 10,super area,pammal,chennai,semi-furnished,bachelors/family,2,contact owner,"3 bhk semi-furnished home in pammal, chennai","3 bhk semi-furnished home of 1220 sq ft (super area). location: pammal, chennai. floor: 6 out of 10. bathrooms: 2. tenant preference: bachelors/family. rent: inr 18000 per month.","parking, club house, intercom, solar lighting, rainwater harvesting, community hall",near college (0.6 km); near railway station (2.1 km),clean and well maintained building. | parking is convenient and secure.,not_applicable,one month notice required before vacating. tenant must follow society by-laws. no smoking inside the house.,"want to move in next month, budget around inr 18000.",kitchen cabinets in good condition. bathrooms are clean and functional.,no,not_applicable,0
8500,2022-07-01,1,580,3 out of 3,super area,pallavaram,chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in pallavaram, chennai","1 bhk unfurnished home of 580 sq ft (super area). location: pallavaram, chennai. floor: 3 out of 3. bathrooms: 1. tenant preference: bachelors/family. rent: inr 8500 per month.","intercom, waste management, cctv, internet ready, security, community hall, parking",near park (3.9 km); near temple (3.5 km),safe area with friendly neighbors. | good water supply and quiet neighborhood.,not_applicable,pets allowed only with prior approval. one month notice required before vacating. no smoking inside the house.,searching for a rental with parking and lift around pallavaram.,bathrooms are clean and functional. electrical fittings are working properly.,no,not_applicable,1
20000,2022-06-18,3,1651,2 out of 3,super area,perumbakkam,chennai,semi-furnished,family,3,contact owner,"3 bhk semi-furnished home in perumbakkam, chennai","3 bhk semi-furnished home of 1651 sq ft (super area). location: perumbakkam, chennai. floor: 2 out of 3. bathrooms: 3. tenant preference: family. rent: inr 20000 per month.","security, park, power backup, waste management, water supply",near metro station (2.3 km); near pharmacy (1.6 km); near atm (0.7 km),parking is convenient and secure. | spacious rooms and good ventilation.,not_applicable,no smoking inside the house. one month notice required before vacating. security deposit is two months rent.,"want to move in next month, budget around inr 20000.",walls need minor repainting. electrical fittings are working properly. kitchen cabinets in good condition.,no,not_applicable,0
9000,2022-04-29,2,705,1 out of 3,carpet area,"urapakkam, vandalur r.f, gst road",chennai,semi-furnished,bachelors/family,2,contact owner,"2 bhk semi-furnished home in urapakkam, vandalur r.f, gst road, chennai","2 bhk semi-furnished home of 705 sq ft (carpet area). location: urapakkam, vandalur r.f, gst road, chennai. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors/family. rent: inr 9000 per month.","security, lift, gated community, maintenance staff, gym, cctv, solar lighting",near school (2.5 km); near market (2.2 km); near pharmacy (0.7 km),spacious rooms and good ventilation. | clean and well maintained building.,broker asked for advance without visit.,no loud music after 10 pm. security deposit is two months rent. pets allowed only with prior approval.,"need a semi-furnished home in chennai, prefer bachelors/family.",flooring shows normal wear. walls need minor repainting.,yes,owner refused physical visit. | asked for payment before sharing address. | inconsistent photos and description.,1
7000,2022-06-14,1,700,ground out of 2,super area,thiruverkkadu,chennai,unfurnished,bachelors/family,1,contact owner,"1 bhk unfurnished home in thiruverkkadu, chennai","1 bhk unfurnished home of 700 sq ft (super area). location: thiruverkkadu, chennai. floor: ground out of 2. bathrooms: 1. tenant preference: bachelors/family. rent: inr 7000 per month.","gated community, security, park, club house, fire safety, community hall, parking, solar lighting",near park (2.9 km); near bank (1.4 km),good water supply and quiet neighborhood. | maintenance is timely and professional.,not_applicable,maintenance charges are extra. pets allowed only with prior approval. no smoking inside the house. security deposit is two months rent.,searching for a rental with parking and lift around thiruverkkadu.,bathrooms are clean and functional. good natural light in living room.,no,not_applicable,1
53000,2022-07-10,3,1700,4 out of 16,carpet area,iyyappanthangal,chennai,furnished,bachelors/family,3,contact agent,"3 bhk furnished home in iyyappanthangal, chennai","3 bhk furnished home of 1700 sq ft (carpet area). location: iyyappanthangal, chennai. floor: 4 out of 16. bathrooms: 3. tenant preference: bachelors/family. rent: inr 53000 per month.","waste management, cctv, power backup, fire safety, maintenance staff, water supply, play area",near market (0.9 km); near railway station (3.1 km),parking is convenient and secure. | spacious rooms and good ventilation.,not_applicable,one month notice required before vacating. no smoking inside the house. tenant must follow society by-laws.,looking for a 3 bhk near iyyappanthangal within inr 53000.,walls need minor repainting. flooring shows normal wear.,no,not_applicable,0
14000,2022-05-21,2,901,2 out of 2,super area,mugalivakkam,chennai,unfurnished,bachelors/family,2,contact owner,"2 bhk unfurnished home in mugalivakkam, chennai","2 bhk unfurnished home of 901 sq ft (super area). location: mugalivakkam, chennai. floor: 2 out of 2. bathrooms: 2. tenant preference: bachelors/family. rent: inr 14000 per month.","park, internet ready, community hall, water supply, cctv, gated community, lift",near bank (2.0 km); near atm (3.0 km),maintenance is timely and professional. | owner is responsive and helpful. | safe area with friendly neighbors.,not_applicable,no loud music after 10 pm. pets allowed only with prior approval. maintenance charges are extra. security deposit is two months rent.,"want to move in next month, budget around inr 14000.",kitchen cabinets in good condition. flooring shows normal wear.,no,not_applicable,1
21000,2022-06-14,2,1100,2 out of 16,super area,navalur,chennai,furnished,bachelors/family,2,contact owner,"2 bhk furnished home in navalur, chennai","2 bhk furnished home of 1100 sq ft (super area). location: navalur, chennai. floor: 2 out of 16. bathrooms: 2. tenant preference: bachelors/family. rent: inr 21000 per month.","cctv, maintenance staff, park, solar lighting, rainwater harvesting",near metro station (3.0 km); near supermarket (3.9 km); near bank (1.6 km),spacious rooms and good ventilation. | maintenance is timely and professional.,not_applicable,pets allowed only with prior approval. maintenance charges are extra. security deposit is two months rent.,"want to move in next month, budget around inr 21000.",kitchen cabinets in good condition. good natural light in living room.,no,not_applicable,1
16000,2022-06-25,3,1120,1 out of 4,super area,selaiyur,chennai,semi-furnished,bachelors/family,2,contact owner,"3 bhk semi-furnished home in selaiyur, chennai","3 bhk semi-furnished home of 1120 sq ft (super area). location: selaiyur, chennai. floor: 1 out of 4. bathrooms: 2. tenant preference: bachelors/family. rent: inr 16000 per month.","gated community, community hall, maintenance staff, club house, intercom, security, power backup",near mall (0.8 km); near atm (3.2 km); near mosque (2.4 km); near bank (3.2 km),easy access to public transport. | clean and well maintained building. | safe area with friendly neighbors.,not_applicable,maintenance charges are extra. no smoking inside the house. one month notice required before vacating. tenant must follow society by-laws.,searching for a rental with parking and lift around selaiyur.,kitchen cabinets in good condition. electrical fittings are working properly.,no,not_applicable,0
26000,2022-07-04,2,1300,1 out of 3,carpet area,"chetpet, ph road",chennai,semi-furnished,bachelors,2,contact agent,"2 bhk semi-furnished home in chetpet, ph road, chennai","2 bhk semi-furnished home of 1300 sq ft (carpet area). location: chetpet, ph road, chennai. floor: 1 out of 3. bathrooms: 2. tenant preference: bachelors. rent: inr 26000 per month.","parking, intercom, power backup, waste management, lift, security, cctv",near hospital (0.3 km); near bus stop (1.6 km); near supermarket (3.4 km); near clinic (0.5 km),parking is convenient and secure. | owner is responsive and helpful.,not_applicable,no loud music after 10 pm. maintenance charges are extra. pets allowed only with prior approval.,"need a semi-furnished home in chennai, prefer bachelors.",electrical fittings are working properly. flooring shows normal wear.,no,not_applicable,1
20000,2022-07-05,3,1350,ground out of 1,super area,thalambur,chennai,furnished,bachelors,3,contact owner,"3 bhk furnished home in thalambur, chennai","3 bhk furnished home of 1350 sq ft (super area). location: thalambur, chennai. floor: ground out of 1. bathrooms: 3. tenant preference: bachelors. rent: inr 20000 per month.","intercom, park, lift, fire safety, rainwater harvesting",near temple (1.8 km); near mosque (3.6 km),easy access to public transport. | maintenance is timely and professional. | owner is responsive and helpful.,water supply issues on some days.,maintenance charges are extra. pets allowed only with prior approval. security deposit is two months rent. no smoking inside the house.,"need a furnished home in chennai, prefer bachelors.",bathrooms are clean and functional. electrical fittings are working properly. good natural light in living room.,yes,asked for payment before sharing address. | unusually low rent for the area. | owner refused physical visit.,0
