Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-05-29,2,22000,800,Ground out of 1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (carpet area) in R.A Puram, Mandaiveli, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-05-06,2,10000,600,1 out of 2,Super Area,Ambattur,Chennai,Semi-Furnished,Family,1,Contact Owner,"2 BHK semi-furnished home of 600 sq ft (super area) in Ambattur, Chennai. Located on 1 out of 2. Suitable for Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-06-24,2,16000,800,2 out of 2,Super Area,Harrington Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (super area) in Harrington Road, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-06-22,3,85000,1725,10 out of 14,Super Area,MRC Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Agent,"3 BHK furnished home of 1725 sq ft (super area) in MRC Nagar, Chennai. Located on 10 out of 14. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 85000.",No
2022-05-15,2,15000,1330,1 out of 2,Carpet Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 1330 sq ft (carpet area) in Madipakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-08,3,25000,2064,11 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,4,Contact Owner,"3 BHK semi-furnished home of 2064 sq ft (super area) in Old Mahabalipuram Road, Chennai. Located on 11 out of 19. Suitable for Family. 4 bathroom(s). Monthly rent: INR 25000.",No
2022-07-08,1,9000,700,Ground out of 2,Super Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 700 sq ft (super area) in Kamakoti Nagar, Pallikaranai, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 9000.",No
2022-06-25,2,20000,900,Ground out of 3,Super Area,"Korattur, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Korattur, Jawaharlal Nehru Road, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-05-24,2,15000,1066,1 out of 4,Super Area,Veerapuram,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 1066 sq ft (super area) in Veerapuram, Chennai. Located on 1 out of 4. Suitable for Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-04-30,2,9000,700,1 out of 4,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (carpet area) in Tambaram West, Tambaram, Chennai Bypass Road, Chennai. Located on 1 out of 4. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-05-28,2,14000,900,2 out of 3,Super Area,"Ram Nagar South Extension, Madipakkam",Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 900 sq ft (super area) in Ram Nagar South Extension, Madipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-21,2,15000,700,2 out of 4,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (super area) in Choolaimedu, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-08,3,14000,950,3 out of 7,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 950 sq ft (carpet area) in Chromepet, GST Road, Chennai. Located on 3 out of 7. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-05-20,2,8000,850,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 850 sq ft (super area) in Chitlapakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-07-07,2,13500,600,4 out of 7,Carpet Area,Mahindra World City,Chennai,Furnished,Bachelors/Family,2,Contact Agent,"2 BHK furnished home of 600 sq ft (carpet area) in Mahindra World City, Chennai. Located on 4 out of 7. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13500.",No
2022-06-18,2,12000,750,Ground out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 750 sq ft (super area) in Medavakkam, Chennai. Located on Ground out of 3. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-04-29,2,7500,850,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 850 sq ft (super area) in Anakaputhur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7500.",No
2022-07-04,3,20000,1650,1 out of 1,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,"3 BHK semi-furnished home of 1650 sq ft (carpet area) in Madipakkam, Chennai. Located on 1 out of 1. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 20000.",No
2022-06-20,2,11000,960,1 out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 960 sq ft (super area) in Medavakkam, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-06-06,2,11000,1200,1 out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 1200 sq ft (carpet area) in Tambaram West, Tambaram, Chennai Bypass Road, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-30,2,17500,650,2 out of 2,Carpet Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 650 sq ft (carpet area) in Thiruvanmiyur, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17500.",No
2022-04-30,2,8000,800,Lower Basement out of 3,Carpet Area,"Kamakshiamman Nagar Layout, Iyyappanthangal",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (carpet area) in Kamakshiamman Nagar Layout, Iyyappanthangal, Chennai. Located on Lower Basement out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-05-06,3,25000,1350,1 out of 2,Super Area,C.R.R. Puram L&T Colony,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1350 sq ft (super area) in C.R.R. Puram L&T Colony, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 25000.",No
2022-06-13,2,12000,560,Ground out of 1,Carpet Area,Tambaram East,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 560 sq ft (carpet area) in Tambaram East, Chennai. Located on Ground out of 1. Suitable for Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-20,1,5250,250,2 out of 3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 250 sq ft (super area) in Madipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5250.",No
2022-07-06,2,25000,685,Ground out of 2,Super Area,Alwarpet,Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 685 sq ft (super area) in Alwarpet, Chennai. Located on Ground out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-06-18,2,14000,1021,4 out of 5,Super Area,Sithalapakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1021 sq ft (super area) in Sithalapakkam, Chennai. Located on 4 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-07-10,3,24000,1200,2 out of 2,Carpet Area,Kellys,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1200 sq ft (carpet area) in Kellys, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 24000.",No
2022-06-25,3,35000,1557,1 out of 5,Super Area,Manapakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1557 sq ft (super area) in Manapakkam, Chennai. Located on 1 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 35000.",No
2022-06-25,2,8000,550,1 out of 1,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,"2 BHK unfurnished home of 550 sq ft (super area) in Pallikaranai, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-05-20,2,16000,800,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Adambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-07-08,3,28000,917,3 out of 7,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,"3 BHK semi-furnished home of 917 sq ft (carpet area) in Sholinganallur, Chennai. Located on 3 out of 7. Suitable for Family. 2 bathroom(s). Monthly rent: INR 28000.",No
2022-05-25,2,16000,960,2 out of 4,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 960 sq ft (super area) in Porur, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-06-29,2,13000,1000,Ground out of 3,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1000 sq ft (super area) in Medavakkam, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-06-25,2,35000,1000,1 out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,Furnished,Bachelors,2,Contact Agent,"2 BHK furnished home of 1000 sq ft (super area) in Adyar, Sardar Patel Road, Chennai. Located on 1 out of 3. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 35000.",No
2022-07-08,1,11000,579,3 out of 4,Super Area,New Kumaran Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 579 sq ft (super area) in New Kumaran Nagar, Chennai. Located on 3 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 11000.",No
2022-05-16,1,5000,800,1 out of 1,Carpet Area,N G O nagar extn ponneri,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 800 sq ft (carpet area) in N G O nagar extn ponneri, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-06-29,2,23000,1100,1 out of 2,Carpet Area,Gopalapuram,Chennai,Unfurnished,Bachelors,2,Contact Agent,"2 BHK unfurnished home of 1100 sq ft (carpet area) in Gopalapuram, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 23000.",No
2022-07-08,2,11000,635,2 out of 2,Carpet Area,Mannivakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 635 sq ft (carpet area) in Mannivakkam, Chennai. Located on 2 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-06-17,3,25000,1700,2 out of 12,Carpet Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1700 sq ft (carpet area) in Padur, Old Mahabalipuram Road, Chennai. Located on 2 out of 12. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 25000.",No
2022-06-22,1,4500,600,Ground out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 600 sq ft (super area) in Kolathur, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 4500.",No
2022-07-08,4,100000,2500,16 out of 18,Carpet Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,"4 BHK unfurnished home of 2500 sq ft (carpet area) in Sholinganallur, Chennai. Located on 16 out of 18. Suitable for Bachelors/Family. 4 bathroom(s). Monthly rent: INR 100000.",No
2022-07-06,3,47500,1920,6 out of 15,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1920 sq ft (super area) in Thoraipakkam, Chennai. Located on 6 out of 15. Suitable for Family. 3 bathroom(s). Monthly rent: INR 47500.",No
2022-06-14,2,7500,850,2 out of 2,Super Area,Kolapakkam - Vandalur-Kelambakkam Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"2 BHK semi-furnished home of 850 sq ft (super area) in Kolapakkam - Vandalur-Kelambakkam Road, Chennai. Located on 2 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 7500.",No
2022-06-12,3,16500,1850,1 out of 1,Super Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 1850 sq ft (super area) in Nemilichery, Chromepet, Chennai. Located on 1 out of 1. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 16500.",No
2022-05-29,2,18000,1375,1 out of 1,Carpet Area,"Central Bank Colony, Chromepet",Chennai,Furnished,Family,1,Contact Owner,"2 BHK furnished home of 1375 sq ft (carpet area) in Central Bank Colony, Chromepet, Chennai. Located on 1 out of 1. Suitable for Family. 1 bathroom(s). Monthly rent: INR 18000.",No
2022-06-15,2,7000,700,Ground out of 2,Super Area,Tambaram East,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Tambaram East, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7000.",No
2022-05-15,1,8000,700,1 out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"1 BHK unfurnished home of 700 sq ft (super area) in Velachery, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-06-03,1,10000,675,2 out of 2,Super Area,Perambur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 675 sq ft (super area) in Perambur, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-05-12,3,7000,900,1 out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"3 BHK unfurnished home of 900 sq ft (super area) in Ayappakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 7000.",No
2022-07-08,2,35000,1020,1 out of 2,Carpet Area,"Gowrivakkam, Sembakkam",Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 1020 sq ft (carpet area) in Gowrivakkam, Sembakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 35000.",No
2022-06-25,4,100000,3000,1 out of 1,Carpet Area,"Palavakkam, E Coast Road",Chennai,Unfurnished,Bachelors,4,Contact Agent,"4 BHK unfurnished home of 3000 sq ft (carpet area) in Palavakkam, E Coast Road, Chennai. Located on 1 out of 1. Suitable for Bachelors. 4 bathroom(s). Monthly rent: INR 100000.",No
2022-04-29,2,13000,800,Ground out of 1,Carpet Area,Porur,Chennai,Semi-Furnished,Bachelors,1,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Porur, Chennai. Located on Ground out of 1. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 13000.",No
2022-05-16,2,10000,600,1 out of 1,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 600 sq ft (super area) in Pammal, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-07-06,2,14000,890,2 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 890 sq ft (super area) in Valasaravakkam, Arcot Road, Chennai. Located on 2 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-07-06,3,46000,1700,15 out of 18,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1700 sq ft (super area) in Thoraipakkam, Chennai. Located on 15 out of 18. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 46000.",No
2022-05-16,4,65000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"4 BHK semi-furnished home of 2000 sq ft (carpet area) in Adyar, Sardar Patel Road, Chennai. Located on 3 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 65000.",No
2022-07-08,2,9000,800,Ground out of 1,Carpet Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Medavakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-06-25,3,13500,1002,2 out of 3,Super Area,Mangadu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"3 BHK furnished home of 1002 sq ft (super area) in Mangadu, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13500.",No
2022-07-06,3,29000,1225,9 out of 18,Carpet Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1225 sq ft (carpet area) in Koyambedu, Chennai. Located on 9 out of 18. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 29000.",No
2022-07-06,2,23999,610,2 out of 4,Carpet Area,"Kannan Colony, Pazhavanthangal",Chennai,Furnished,Bachelors/Family,1,Contact Agent,"2 BHK furnished home of 610 sq ft (carpet area) in Kannan Colony, Pazhavanthangal, Chennai. Located on 2 out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 23999.",No
2022-05-25,3,26000,1200,Ground out of 3,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Family,3,Contact Owner,"3 BHK semi-furnished home of 1200 sq ft (super area) in Thiruvanmiyur, Chennai. Located on Ground out of 3. Suitable for Family. 3 bathroom(s). Monthly rent: INR 26000.",No
2022-05-30,2,8200,850,2 out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 850 sq ft (super area) in Anakaputhur, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8200.",No
2022-05-18,1,15000,500,1 out of 2,Super Area,Royapettah,Chennai,Semi-Furnished,Family,1,Contact Owner,"1 BHK semi-furnished home of 500 sq ft (super area) in Royapettah, Chennai. Located on 1 out of 2. Suitable for Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-07-06,2,10000,778,4 out of 4,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 778 sq ft (super area) in Sholinganallur, Chennai. Located on 4 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
